id,loan_status
58645,0.9998344163273876
58646,0.040433894494525904
58647,0.48940755746837644
58648,0.009502767122569047
58649,0.045834363116419835
58650,0.9742081324083811
58651,0.0007843704361812133
58652,0.00865981271258269
58653,0.3431982949518263
58654,0.01381603074010401
58655,0.06990413997747058
58656,0.06502946049098562
58657,0.031005517125345716
58658,0.007477029670340572
58659,0.01473533648483662
58660,0.11600251558726248
58661,0.0070916489885093584
58662,0.0006890548340293135
58663,0.02185623232069611
58664,0.002945814543836229
58665,0.017871824661311726
58666,0.009653076853179824
58667,0.0036182560144948014
58668,0.007597058753900879
58669,0.01579684254841296
58670,0.0013273349643899328
58671,0.2798729717700377
58672,0.003526945498991308
58673,0.939097620578683
58674,0.001904075262110296
58675,0.009518153570075112
58676,0.1657602689000173
58677,0.03374843180351518
58678,0.0065935833034116926
58679,0.18623689546213104
58680,0.9912243540872514
58681,0.022677822841427085
58682,0.003303174435701099
58683,0.0006754982345566977
58684,0.21330849430893428
58685,0.08343465310794147
58686,0.030709950867106307
58687,0.5028038293627278
58688,0.06674420151681701
58689,0.21002261109675857
58690,0.00007888863375338554
58691,0.012610161696486573
58692,0.01463096238685537
58693,0.008447025818194133
58694,0.020848192098027733
58695,0.972678633617937
58696,0.024551728633287462
58697,0.0324961991047035
58698,0.013068901116870802
58699,0.012014286212017252
58700,0.0028700860008241866
58701,0.005709766363629926
58702,0.0248823803335206
58703,0.09892908404007097
58704,0.7586878894484657
58705,0.053299738280543844
58706,0.04003470565678955
58707,0.009954930553391986
58708,0.039197825641944975
58709,0.9350456626451608
58710,0.042909866041366033
58711,0.9690575957804379
58712,0.049784427505967684
58713,0.0010907388141491124
58714,0.025286641151754052
58715,0.00610980802979187
58716,0.15822905568280618
58717,0.03243596676331965
58718,0.17635597355243196
58719,0.009618654988592198
58720,0.00023890534020971715
58721,0.08721194348121403
58722,0.38640008321657354
58723,0.01040407590333036
58724,0.01105796587413584
58725,0.01080516968161943
58726,0.016523230327197887
58727,0.061116591713186216
58728,0.1507167353811917
58729,0.018512041758315362
58730,0.0008678931915292507
58731,0.009798232919618524
58732,0.3680236765378961
58733,0.00008882164990613189
58734,0.007654982658975136
58735,0.02283140910585568
58736,0.08820898498520545
58737,0.02265640042220058
58738,0.9982998988484879
58739,0.13406488197353125
58740,0.9797013378971302
58741,0.03501289830504791
58742,0.0056319342454396425
58743,0.021624549056939266
58744,0.010803499287021978
58745,0.01177219972848437
58746,0.04611696829192862
58747,0.0027548769925368403
58748,0.028355682371243054
58749,0.015219383058988161
58750,0.00876617180268995
58751,0.04022770411500158
58752,0.9005637914975083
58753,0.0019019374752275154
58754,0.057485971160327096
58755,0.12380201507257815
58756,0.01072035881007447
58757,0.048254506127377146
58758,0.009920730222810262
58759,0.0004665361321955021
58760,0.00033356977189826257
58761,0.013082106929240951
58762,0.003450170644868034
58763,0.9944085156794019
58764,0.0020104026614832906
58765,0.01207450728730092
58766,0.007422754374814552
58767,0.019936433750600873
58768,0.9599015333584833
58769,0.0034234659821829475
58770,0.053792132920093355
58771,0.06570391782239782
58772,0.024709544107878147
58773,0.02792220214048715
58774,0.020506231277934443
58775,0.9386347208547509
58776,0.9380993798822711
58777,0.008655629438157177
58778,0.012415235765383741
58779,0.04003828383760087
58780,0.0216264656449113
58781,0.004937088314861416
58782,0.12896038786663466
58783,0.08922817259081432
58784,0.004726139669859255
58785,0.003653579693793158
58786,0.08138712203563435
58787,0.030558361539231284
58788,0.11295382847520652
58789,0.01306820454410269
58790,0.021622672562767
58791,0.10082888618670358
58792,0.000185534791627375
58793,0.04762042810015164
58794,0.005605069754100875
58795,0.016356683007987347
58796,0.020191837431809703
58797,0.028131601696365513
58798,0.05800027990082001
58799,0.9213812121464455
58800,0.033862005297248435
58801,0.0018507374774616092
58802,0.8907706408267063
58803,0.20598721915447393
58804,0.41868722846912065
58805,0.9510340165527419
58806,0.04331297354921558
58807,0.025034334617598422
58808,0.004862974882122259
58809,0.9899241440737306
58810,0.8967341582729207
58811,0.018227614830567392
58812,0.0342285138259084
58813,0.06347492940622247
58814,0.035203388773344134
58815,0.00955982986008706
58816,0.02190912701626186
58817,0.0005155404305919788
58818,0.03865179536263631
58819,0.07087521496728441
58820,0.0035666461769311387
58821,0.025561791136671896
58822,0.0020050901102325494
58823,0.1616997623514047
58824,0.052153874987597215
58825,0.00270726863124218
58826,0.07736360531805896
58827,0.018361788387672964
58828,0.002885087797414406
58829,0.0965812460330728
58830,0.009383805856850065
58831,0.11621589473782273
58832,0.010951442018668673
58833,0.027672970554161187
58834,0.012791305943957752
58835,0.9826272942416212
58836,0.024174856431706665
58837,0.054115743611061036
58838,0.006252791472530804
58839,0.0010459829370591048
58840,0.006695150638191913
58841,0.9767857915170808
58842,0.001194301826069924
58843,0.01419238467248891
58844,0.08607086845203034
58845,0.11009674939543301
58846,0.0001516912048823735
58847,0.9623988127635239
58848,0.04482499342659024
58849,0.04796269494667846
58850,0.017775390186903477
58851,0.08300729455773989
58852,0.5578492738658699
58853,0.018326976976468238
58854,0.9996999300917604
58855,0.21735890188381748
58856,0.003995596731483
58857,0.0589445928948383
58858,0.11553394845322579
58859,0.01187961465846335
58860,0.00337729762688967
58861,0.03376683957185809
58862,0.17086413741359324
58863,0.2563622082878129
58864,0.018684969254518895
58865,0.24872258722722596
58866,0.013826103718323636
58867,0.00008456705156203605
58868,0.01985003575830493
58869,0.007664260351056069
58870,0.04122101268026094
58871,0.0041378828974699845
58872,0.014896785310795232
58873,0.009865016398178708
58874,0.9685324284341486
58875,0.01606034031191196
58876,0.013027950615821935
58877,0.00018289281004703903
58878,0.013375101044280725
58879,0.007731171347285104
58880,0.011207056443450616
58881,0.023581461514847572
58882,0.0025944968356047733
58883,0.37358973797919354
58884,0.06962419143459331
58885,0.29451266218152494
58886,0.0005962027783871104
58887,0.9064757815473606
58888,0.35046932448416107
58889,0.9856128368300764
58890,0.0733606456911238
58891,0.7020175531477972
58892,0.028741837648781285
58893,0.023594446596141926
58894,0.15179478258839615
58895,0.004258550377338013
58896,0.003263081416960035
58897,0.02198760153858502
58898,0.17104946447819064
58899,0.9758079071908355
58900,0.01889631509772409
58901,0.13042855942800333
58902,0.13197814465555963
58903,0.0018823286905183334
58904,0.07327312297553341
58905,0.004477858644542488
58906,0.05074938075657617
58907,0.03645584329924704
58908,0.013549413618022612
58909,0.034374776887309326
58910,0.0010617678443469456
58911,0.01793978698552964
58912,0.000949025837460527
58913,0.1527319945436139
58914,0.021777990355517824
58915,0.014209079063849587
58916,0.014751774800149865
58917,0.1022482891425451
58918,0.018981003627388308
58919,0.0027071792517524736
58920,0.09170038514126927
58921,0.014226405858834433
58922,0.03471057558406126
58923,0.0063134808025293405
58924,0.032284181033516636
58925,0.009606935841785937
58926,0.735933189084258
58927,0.03409937660100573
58928,0.07705117903991551
58929,0.001813420421085532
58930,0.013814540266617987
58931,0.9684100749865272
58932,0.9817795558880331
58933,0.5662414533339982
58934,0.02642443158596408
58935,0.016783695791467174
58936,0.036609087241404915
58937,0.02234550323233711
58938,0.008721311404316135
58939,0.014239076415179608
58940,0.009627203329472776
58941,0.9624172173969303
58942,0.9324440474544144
58943,0.03182220170206573
58944,0.024316354728291904
58945,0.022127000719447773
58946,0.028550056989561555
58947,0.03418194669144535
58948,0.02917281434219949
58949,0.0034104472828538693
58950,0.47420667398901467
58951,0.4387550276669405
58952,0.020144997542002302
58953,0.027526474529687133
58954,0.9984786592585696
58955,0.022512371647610566
58956,0.0008706697815928244
58957,0.9877077313369661
58958,0.9997202071982976
58959,0.004961600204924284
58960,0.02992709916373017
58961,0.010976864897327467
58962,0.10719837208051464
58963,0.05715947874465969
58964,0.023112144894073545
58965,0.026588200049929588
58966,0.0646477246648741
58967,0.009851436778661706
58968,0.0210713154226328
58969,0.1891796434903789
58970,0.0058398810315175385
58971,0.11129628852436685
58972,0.013541903048482264
58973,0.9927514274328347
58974,0.0685806376979993
58975,0.025233911224027926
58976,0.030390934232370364
58977,0.061610749039473375
58978,0.020618345698010916
58979,0.0167047983384818
58980,0.0441801268709628
58981,0.0033750004696481255
58982,0.0076320660779133935
58983,0.006182399161039556
58984,0.02412285555889053
58985,0.035341601853650574
58986,0.9852675206069899
58987,0.005039536713962664
58988,0.05213966723451927
58989,0.039841364670819106
58990,0.0005136076426912174
58991,0.009411625030206008
58992,0.00730735510538608
58993,0.0010207462981209185
58994,0.008558244489735864
58995,0.9996395784479535
58996,0.029465267877189477
58997,0.9066602662919221
58998,0.007534250007795792
58999,0.009186600963619451
59000,0.09320644432929207
59001,0.24466756621702365
59002,0.08270255209764187
59003,0.05644105834017671
59004,0.03299718336259959
59005,0.0010678825056776706
59006,0.03764647828196681
59007,0.04953141924214084
59008,0.9991881697285854
59009,0.01932807586236485
59010,0.011234102429378336
59011,0.012610136409222386
59012,0.011951114823006297
59013,0.001189975022498182
59014,0.01802573465362341
59015,0.10501453771772017
59016,0.013416696058802934
59017,0.02059369492949353
59018,0.026679415316159118
59019,0.013079099089915763
59020,0.003973869227429602
59021,0.02250568724416218
59022,0.06680075939500535
59023,0.9907023650374214
59024,0.023860856160651717
59025,0.9977088152322112
59026,0.012632719330884664
59027,0.004714930350185128
59028,0.027093486543545712
59029,0.022910376038036185
59030,0.006669111282551309
59031,0.982229858120956
59032,0.6675273074019982
59033,0.10988310477193525
59034,0.052318580068855425
59035,0.012193152750176276
59036,0.058634023366126595
59037,0.13507808954949313
59038,0.00990941161088501
59039,0.015847590480880795
59040,0.022347019648092922
59041,0.01830358218669468
59042,0.0412647988782256
59043,0.9773409649830069
59044,0.005106602108509127
59045,0.024079890812675957
59046,0.2129040548377018
59047,0.2940781950133815
59048,0.0077156835046996945
59049,0.03169249589824797
59050,0.002195984449080637
59051,0.03773095630159581
59052,0.004251642649126542
59053,0.02724262008016678
59054,0.039771584523441365
59055,0.05133982232134182
59056,0.00488812361695726
59057,0.9824270042934755
59058,0.00434578889021681
59059,0.2413932317088023
59060,0.002208926603048028
59061,0.003768763054017797
59062,0.01608888440722745
59063,0.001556888725180731
59064,0.013968899069361239
59065,0.00024157605303075824
59066,0.020508950667687542
59067,0.004314360463135496
59068,0.026095506781119233
59069,0.02616717898536156
59070,0.01704123003293239
59071,0.13503667518078716
59072,0.008882806141998302
59073,0.9755093500913379
59074,0.046514174705171205
59075,0.014730592378057798
59076,0.0648433746974934
59077,0.999407586099839
59078,0.04233572481320823
59079,0.06408647343764007
59080,0.007303937415497366
59081,0.05265285412028722
59082,0.06842582156678534
59083,0.005427445158808842
59084,0.0015385278164048372
59085,0.023334257237020265
59086,0.15681945387454127
59087,0.11962023992839675
59088,0.044862662046562016
59089,0.03746673548904382
59090,0.052049919821999406
59091,0.0019526375323963233
59092,0.06495654111085268
59093,0.014566264255920433
59094,0.01490546122863882
59095,0.000660699089280041
59096,0.9881349178837081
59097,0.06824855750707665
59098,0.02127826794832688
59099,0.00959263988328551
59100,0.004275599192619762
59101,0.0036227345451800078
59102,0.030998525194261266
59103,0.05050836673121499
59104,0.00013777468609881807
59105,0.0603143994415832
59106,0.000628737442242259
59107,0.04169412317228492
59108,0.03745438736233567
59109,0.03447521992863039
59110,0.005704018034377548
59111,0.01016706558201004
59112,0.015272219330246972
59113,0.9674356488411695
59114,0.0655678379290594
59115,0.1801878977242824
59116,0.0022772264882283313
59117,0.007660715646986996
59118,0.016463973641521284
59119,0.014678267324894054
59120,0.003854721911961908
59121,0.007628309163379641
59122,0.025448713436491098
59123,0.995479314010457
59124,0.9837498703260877
59125,0.04700972135875644
59126,0.86522215033828
59127,0.007775637934077477
59128,0.011778723152360334
59129,0.011173429042188043
59130,0.011040280508942756
59131,0.04867910277076986
59132,0.12516910661450206
59133,0.9261582879579299
59134,0.03727229346339592
59135,0.00009514267869028127
59136,0.009997015752029405
59137,0.022731758682051725
59138,0.009631550015103752
59139,0.004529510724374075
59140,0.045159345880600665
59141,0.9803282347816084
59142,0.1870876519365718
59143,0.014797308631742556
59144,0.010228379511589785
59145,0.03213792804925976
59146,0.11602602483170979
59147,0.051315459977748466
59148,0.0185994791972831
59149,0.018964133830553936
59150,0.012822023777796978
59151,0.018036819920936538
59152,0.021988978975580158
59153,0.0008157110605637717
59154,0.06875029740096963
59155,0.09122908687906622
59156,0.13560484514958465
59157,0.014340107928557765
59158,0.04189914514575654
59159,0.020383800355160128
59160,0.026678317326974132
59161,0.010164817749431522
59162,0.016225392742027316
59163,0.01535532026462506
59164,0.04193155680516569
59165,0.11320103203519563
59166,0.004554427571948993
59167,0.013938489203463356
59168,0.0937192612735695
59169,0.9764042225298529
59170,0.03716104445875878
59171,0.024953568698004587
59172,0.2392942106058405
59173,0.002080325740462353
59174,0.011786460649846342
59175,0.00470079213123264
59176,0.06138409348021985
59177,0.005860126255106801
59178,0.004079549520347002
59179,0.006770243596773694
59180,0.2770678993812084
59181,0.1544759716889299
59182,0.9751478023230656
59183,0.03707445200609675
59184,0.03142645323388206
59185,0.13228874464626006
59186,0.02763893599837205
59187,0.00734394792012329
59188,0.02821048514541563
59189,0.020729742803572156
59190,0.0031980451960322395
59191,0.014605141611566235
59192,0.41444066018274445
59193,0.009956005970635798
59194,0.020233491494987012
59195,0.032122590216881554
59196,0.02124174767024398
59197,0.030498682922498136
59198,0.018986119928750576
59199,0.0029463034159959156
59200,0.9999712863486245
59201,0.005891469954876927
59202,0.013655046694620213
59203,0.45129236805461653
59204,0.07450602867820416
59205,0.007544020650345381
59206,0.002417732455907244
59207,0.028365769949783667
59208,0.007872601683164582
59209,0.005990996172524963
59210,0.011152305010149875
59211,0.1489528025557438
59212,0.03810260339961755
59213,0.02623727890044828
59214,0.07657194460496855
59215,0.006784158896302458
59216,0.02740480393614694
59217,0.005428990087523289
59218,0.0010042360236647394
59219,0.00618469677644728
59220,0.9449005222948559
59221,0.9472318378021564
59222,0.027126416344544498
59223,0.01618389241808551
59224,0.1835223071950322
59225,0.0037874930164389243
59226,0.004905398691033427
59227,0.07297171267361867
59228,0.2835263560336517
59229,0.00013858460208153754
59230,0.009857116978303687
59231,0.00041578953400064287
59232,0.15520224281045691
59233,0.012398802819918547
59234,0.026949090034822598
59235,0.003201462983886425
59236,0.08554920839427661
59237,0.039617334402233986
59238,0.004161143878543286
59239,0.3334095910238758
59240,0.008695372265787614
59241,0.016213638364272708
59242,0.027341165931372747
59243,0.9973467992447136
59244,0.012820180448860623
59245,0.9122889257315802
59246,0.012852715837700597
59247,0.025910684318066434
59248,0.008002842241954628
59249,0.08614970753845277
59250,0.6055028955734779
59251,0.06203407837267972
59252,0.020873715725256533
59253,0.08494534575337416
59254,0.023980774997387298
59255,0.005660927711458353
59256,0.0017553292904776974
59257,0.9962501337092708
59258,0.009389762301690916
59259,0.999873989823661
59260,0.01041449505290114
59261,0.018563897382377553
59262,0.1274167010039609
59263,0.00016049647606590335
59264,0.0733320678938761
59265,0.8504256232991245
59266,0.031081704859709916
59267,0.19395061674767336
59268,0.030190323490069497
59269,0.0035342243874768235
59270,0.9975584614259099
59271,0.002055082703017058
59272,0.9885544923551399
59273,0.016959688099628018
59274,0.03363869699958147
59275,0.020966557810113317
59276,0.05407640181812291
59277,0.007578579501909401
59278,0.07494489275825117
59279,0.0037654707478115682
59280,0.00542765812716017
59281,0.05784941279070446
59282,0.00874155715008849
59283,0.011469690818935662
59284,0.0042614986463443
59285,0.02915216380709902
59286,0.057767711498771315
59287,0.02166048469967584
59288,0.9992787076997764
59289,0.0061417773544584645
59290,0.02809424440342212
59291,0.0322291352974164
59292,0.0003323738134944294
59293,0.02714136216541503
59294,0.9825796061001815
59295,0.061911841733691325
59296,0.002232236412060781
59297,0.010053893971838233
59298,0.04113456542939774
59299,0.020673469732735913
59300,0.05829733387025023
59301,0.015855460522941626
59302,0.020812039149170063
59303,0.028621685693647547
59304,0.0925273854197406
59305,0.1272770559723279
59306,0.011748291397455344
59307,0.013134760239725356
59308,0.017893974836306354
59309,0.00810815084146212
59310,0.004831558082307081
59311,0.07926596858709398
59312,0.1100413751986442
59313,0.9622690602571173
59314,0.49772538583184944
59315,0.008060436454126496
59316,0.2816789652533124
59317,0.02156203977628248
59318,0.013484283732770138
59319,0.22983997940530082
59320,0.021183824187249893
59321,0.059507756234354434
59322,0.04309597044732237
59323,0.05367266334388925
59324,0.8880437190277024
59325,0.025866111170835406
59326,0.022080692538798494
59327,0.03649460208174743
59328,0.022393260725779098
59329,0.017066183238075783
59330,0.07959110001524011
59331,0.027866853278204033
59332,0.010922844904560799
59333,0.00449208878458031
59334,0.05378232061657261
59335,0.011746274107863034
59336,0.06886521786576894
59337,0.01426667719899025
59338,0.08302583381453717
59339,0.33934971272694525
59340,0.4342184901549723
59341,0.07134624156116731
59342,0.13970973019661154
59343,0.007266352387851186
59344,0.04996125627401829
59345,0.011105413014614488
59346,0.010890957308784421
59347,0.05736881640139379
59348,0.008088083768882395
59349,0.04522570317023997
59350,0.008545393975853301
59351,0.03572428609094819
59352,0.04775226328667108
59353,0.9800583562909724
59354,0.9320585481109859
59355,0.0014990425904245026
59356,0.005687380556890056
59357,0.006807268225305528
59358,0.018891879758483728
59359,0.027940031189202998
59360,0.9945113816718256
59361,0.016150807443178754
59362,0.1906937558294638
59363,0.0030686180557903285
59364,0.003181243477584476
59365,0.0036542123331427204
59366,0.0038871506440654414
59367,0.036620051806451476
59368,0.9563764242797604
59369,0.02791182966454881
59370,0.006070050294101295
